url,店舗名,住所,電話番号,営業時間,定休日,席数
https://sasp.mapion.co.jp/b/doutor/info/02011551/,ドトールコーヒーショップ 谷町２丁目店,大阪府大阪市中央区谷町２‐２‐２０,06-6947-3796,"平　日:
07:15 - 20:00



土曜日:
08:00 - 18:00



日　祝:
08:00 - 18:00",なし,"総席数:
60


禁煙席:
38


喫煙席:
22"
https://sasp.mapion.co.jp/b/doutor/info/02011554/,ドトールコーヒーショップ 名古屋セントラル病院店,愛知県名古屋市中村区太閤３‐７‐７ 名古屋セントラル病院,052-452-7517,"平　日:
08:00 - 18:00



土曜日:
-



日　祝:
-",日曜、祝日、土曜,"総席数:
18


禁煙席:
18


喫煙席:

-"
https://sasp.mapion.co.jp/b/doutor/info/02011572/,ドトールコーヒーショップ ニッセイ新大阪ビル店,大阪府大阪市淀川区宮原３‐４‐３０ ニッセイ新大阪ビル２Ｆ,06-6150-1075,"平　日:
07:30 - 21:30




備　考:金曜日のみ22時まで営業


土曜日:
07:30 - 20:30



日　祝:
07:30 - 20:30",なし,"総席数:
57


禁煙席:
39


喫煙席:
18"
https://sasp.mapion.co.jp/b/doutor/info/02011576/,ドトールコーヒーショップ アリオ八尾店,大阪府八尾市光町２‐３,072-924-5130,"平　日:
09:30 - 22:00



土曜日:
09:00 - 22:00



日　祝:
09:00 - 22:00",なし,"総席数:
55


禁煙席:
33


喫煙席:
22"
https://sasp.mapion.co.jp/b/doutor/info/02011577/,ドトールコーヒーショップ ヨシヅヤ名古屋名西店,愛知県名古屋市西区名西２‐３３‐８,052-521-5253,"平　日:
10:00 - 21:00



土曜日:
10:00 - 21:00



日　祝:
10:00 - 21:00",なし,"総席数:
52


禁煙席:
34


喫煙席:
18"
https://sasp.mapion.co.jp/b/doutor/info/02011579/,ドトールコーヒーショップ 近鉄鶴橋駅店,大阪府大阪市生野区鶴橋１‐1 近鉄鶴橋駅構内東３Ｆ,06-6717-3801,"平　日:
07:00 - 22:00



土曜日:
07:00 - 21:00



日　祝:
07:00 - 21:00",なし,"総席数:
41


禁煙席:
28


喫煙席:
13"
https://sasp.mapion.co.jp/b/doutor/info/02011582/,ドトールコーヒーショップ イオンモール佐賀大和店,佐賀県佐賀市大和町尼寺３５３５,0952-62-8762,"平　日:
09:00 - 21:00



土曜日:
09:00 - 21:00



日　祝:
09:00 - 21:00",なし,"総席数:
35


禁煙席:
21


喫煙席:
14"
https://sasp.mapion.co.jp/b/doutor/info/02011592/,ドトールコーヒーショップ 近鉄橿原神宮前駅店,奈良県橿原市久米町６１８ 近鉄橿原神宮前駅構内,0744-23-2908,"平　日:
07:00 - 21:00



土曜日:
07:00 - 21:00



日　祝:
07:00 - 21:00",なし,"総席数:
32


禁煙席:
16


喫煙席:
16"
https://sasp.mapion.co.jp/b/doutor/info/02011593/,ドトールコーヒーショップ ＪＲ藤枝駅店,静岡県藤枝市駅前１‐１‐１,054-644-8122,"平　日:
07:30 - 20:00



土曜日:
08:00 - 20:00



日　祝:
08:00 - 20:00",なし,"総席数:
68


禁煙席:
54


喫煙席:
14"
https://sasp.mapion.co.jp/b/doutor/info/02011594/,ドトールコーヒーショップ 京都大学病院店,京都府京都市左京区聖護院川原町５４,075-761-5270,"平　日:
07:00 - 21:00



土曜日:
07:30 - 20:00



日　祝:
07:30 - 20:00",なし,"総席数:
41


禁煙席:
41


喫煙席:

-"
https://sasp.mapion.co.jp/b/doutor/info/02011601/,ドトールコーヒーショップ 京都医療センター店,京都府京都市伏見区深草向畑町１‐１,075-641-8772,"平　日:
07:00 - 20:00



土曜日:
07:00 - 20:00



日　祝:
07:00 - 20:00",なし,"総席数:
39


禁煙席:
39


喫煙席:

-"
https://sasp.mapion.co.jp/b/doutor/info/02011608/,ドトールコーヒーショップ 福岡新天町店,福岡県福岡市中央区天神２‐８‐１３９,092-724-3639,"平　日:
07:00 - 22:00



土曜日:
07:30 - 22:30



日　祝:
08:00 - 21:00",なし,"総席数:
101


禁煙席:
76


喫煙席:
25"
https://sasp.mapion.co.jp/b/doutor/info/02011610/,ドトールコーヒーショップ 富山大学病院店,富山県富山市杉谷２６３０ 富山大学附属病院内,076-434-1811,"平　日:
07:30 - 18:00



土曜日:
09:00 - 17:00



日　祝:
09:00 - 17:00",なし,"総席数:
34


禁煙席:
34


喫煙席:

-"
https://sasp.mapion.co.jp/b/doutor/info/02011622/,ドトールコーヒーショップ 北野病院店,大阪府大阪市北区扇町２‐４‐２０ 北野病院内１Ｆ,06-6363-5658,"平　日:
07:30 - 19:30



土曜日:
07:30 - 19:30




備　考:第2土曜日は7時30分から18時00分


日　祝:
07:30 - 18:00",なし,"総席数:
40


禁煙席:
40


喫煙席:

-"
https://sasp.mapion.co.jp/b/doutor/info/02011632/,ドトールコーヒーショップ 京阪三条店,京都府京都市東山区三条大橋東詰,075-531-9855,"平　日:
07:00 - 21:00



土曜日:
07:00 - 21:00



日　祝:
07:00 - 21:00",なし,"総席数:
19


禁煙席:
9


喫煙席:
10"
https://sasp.mapion.co.jp/b/doutor/info/02011634/,ドトールコーヒーショップ 岡山医療センター店,岡山県岡山市北区田益１７１１‐１ 岡山医療センター内１Ｆ,086-294-1193,"平　日:
07:30 - 18:00



土曜日:
08:00 - 17:00



日　祝:
08:00 - 17:00",なし,"総席数:
14


禁煙席:
14


喫煙席:

-"
https://sasp.mapion.co.jp/b/doutor/info/02011635/,ドトールコーヒーショップ シュロアモール筑紫野店,福岡県筑紫野市原田８３６‐６,092-919-7775,"平　日:
10:00 - 22:00



土曜日:
09:00 - 22:00



日　祝:
09:00 - 22:00",なし,"総席数:

-

禁煙席:

-

喫煙席:

-"
https://sasp.mapion.co.jp/b/doutor/info/02011641/,ドトールコーヒーショップ 名古屋広小路御園店,愛知県名古屋市中区栄１‐４‐８,052-220-0727,"平　日:
06:45 - 21:00



土曜日:
07:30 - 21:00



日　祝:
07:30 - 20:00",なし,"総席数:
63


禁煙席:
44


喫煙席:
19"
https://sasp.mapion.co.jp/b/doutor/info/02011645/,ドトールコーヒーショップ 熊本上通り店,熊本県熊本市中央区上通町４‐１８,096-312-3450,"平　日:
07:30 - 21:30



土曜日:
08:00 - 23:00



日　祝:
08:00 - 21:00",なし,"総席数:
73


禁煙席:
54


喫煙席:
19"
https://sasp.mapion.co.jp/b/doutor/info/02011646/,ドトールコーヒーショップ ＶＩＡ ＭＡＬＬ江南店,愛知県江南市松竹町上野２０５,0587-54-6582,"平　日:
09:30 - 21:30




備　考:21:00ラストオーダー


土曜日:
09:30 - 21:30




備　考:21:00ラストオーダー


日　祝:
09:30 - 21:30




備　考:21:00ラストオーダー",なし,"総席数:
44


禁煙席:
22


喫煙席:
22"
https://sasp.mapion.co.jp/b/doutor/info/02011647/,ドトールコーヒーショップ ＪＲ沼津駅店,静岡県沼津市大手町１‐１‐１,055-964-0885,"平　日:
07:00 - 20:00



土曜日:
07:00 - 20:00



日　祝:
07:00 - 20:00",なし,"総席数:
40


禁煙席:
22


喫煙席:
18"
https://sasp.mapion.co.jp/b/doutor/info/02011648/,ドトールコーヒーショップ ウイングタウン岡崎店,愛知県岡崎市羽根町小豆坂３,0564-58-1323,"平　日:
10:00 - 21:00



土曜日:
10:00 - 21:00



日　祝:
10:00 - 21:00",なし,"総席数:
63


禁煙席:
51


喫煙席:
12"
https://sasp.mapion.co.jp/b/doutor/info/02011649/,ドトールコーヒーショップ 名鉄刈谷店,愛知県刈谷市若松町１-７２,0566-24-3321,"平　日:
06:30 - 21:00



土曜日:
07:00 - 21:00



日　祝:
07:00 - 20:00",なし,"総席数:
56


禁煙席:
40


喫煙席:
16"
https://sasp.mapion.co.jp/b/doutor/info/02011655/,ドトールコーヒーショップ ＪＲ三島駅北口店,静岡県三島市一番町１６‐１,055-988-0028,"平　日:
07:00 - 20:00



土曜日:
07:00 - 20:00



日　祝:
07:00 - 20:00",なし,"総席数:
32


禁煙席:
32


喫煙席:

-"
https://sasp.mapion.co.jp/b/doutor/info/02011656/,ドトールコーヒーショップ ＪＲ岡山駅店,岡山県岡山市北区駅元町１‐１ サンフェスタ岡山内,086-225-7307,"平　日:
06:30 - 21:00



土曜日:
07:00 - 21:00



日　祝:
07:00 - 21:00",なし,"総席数:
83


禁煙席:
59


喫煙席:
24"
https://sasp.mapion.co.jp/b/doutor/info/02011657/,ドトールコーヒーショップ 小谷サービスエリア下り店,広島県東広島市高屋町小谷５２３７‐１,082-434-9477,"平　日:
08:00 - 20:00



土曜日:
08:00 - 20:00



日　祝:
08:00 - 20:00",なし,"総席数:

-

禁煙席:

-

喫煙席:

-"
https://sasp.mapion.co.jp/b/doutor/info/02011663/,ドトールコーヒーショップ 富山赤十字病院店,富山県富山市牛島本町２‐１‐５８,076-433-2230,"平　日:
07:30 - 18:00



土曜日:
09:00 - 17:00



日　祝:
-",日曜、祝日,"総席数:
20


禁煙席:
20


喫煙席:

-"
https://sasp.mapion.co.jp/b/doutor/info/02011668/,ドトールコーヒーショップ ＪＲ岡山駅２階改札内店,岡山県岡山市北区駅元町１‐１ ＪＲ岡山駅構内,086-224-0801,"平　日:
06:30 - 21:00



土曜日:
06:30 - 21:00



日　祝:
06:30 - 21:00",なし,"総席数:
13


禁煙席:
13


喫煙席:

-"
https://sasp.mapion.co.jp/b/doutor/info/02011670/,ドトールコーヒーショップ ＰＬＡＮＴ岐阜瑞穂店,岐阜県瑞穂市牛牧２８３６‐１,058-327-1561,"平　日:
08:30 - 20:00



土曜日:
08:30 - 20:00



日　祝:
08:30 - 20:00",なし,"総席数:
25


禁煙席:
25


喫煙席:

-"
https://sasp.mapion.co.jp/b/doutor/info/02011685/,ドトールコーヒーショップ 市立清水病院店,静岡県静岡市清水区宮加三１２３１,054-336-2250,"平　日:
07:00 - 20:30



土曜日:
10:30 - 20:30



日　祝:
10:30 - 20:30",なし,"総席数:
16


禁煙席:
16


喫煙席:

-"
https://sasp.mapion.co.jp/b/doutor/info/02011689/,ドトールコーヒーショップ 山口大学病院店,山口県宇部市南小串１‐１‐１ 山口大学医学部附属病院内,0836-22-0120,"平　日:
07:30 - 19:00



土曜日:
08:00 - 17:00



日　祝:
08:00 - 17:00",なし,"総席数:
22


禁煙席:
22


喫煙席:

-"
https://sasp.mapion.co.jp/b/doutor/info/02011691/,ドトールコーヒーショップ アピタ御嵩店,岐阜県可児郡御嵩町上恵土字西畑１０５２‐１ アピタ御嵩店１Ｆ,0574-67-8234,"平　日:
10:00 - 21:00



土曜日:
10:00 - 21:00



日　祝:
10:00 - 21:00",なし,"総席数:
67


禁煙席:
42


喫煙席:
25"
https://sasp.mapion.co.jp/b/doutor/info/02011704/,ドトールコーヒーショップ 長崎銅座町店,長崎県長崎市銅座町６‐２０,095-822-7121,"平　日:
07:15 - 21:00



土曜日:
08:00 - 21:00



日　祝:
08:00 - 21:00",なし,"総席数:
86


禁煙席:
63


喫煙席:
23"
https://sasp.mapion.co.jp/b/doutor/info/02011711/,ドトールコーヒーショップ 西鉄福岡駅店,福岡県福岡市中央区天神２‐１１‐３,092-736-1080,"平　日:
07:00 - 21:30



土曜日:
07:00 - 21:30



日　祝:
08:00 - 21:00",なし,"総席数:
39


禁煙席:
19


喫煙席:
20"
https://sasp.mapion.co.jp/b/doutor/info/02011712/,ドトールコーヒーショップ 薬院駅店,福岡県福岡市中央区渡辺通２‐６‐１,092-711-7110,"平　日:
07:00 - 21:30



土曜日:
07:00 - 21:00



日　祝:
08:00 - 21:00",なし,"総席数:
61


禁煙席:
43


喫煙席:
18"
https://sasp.mapion.co.jp/b/doutor/info/02011713/,ドトールコーヒーショップ ＡＳＳＥ広島駅店,広島県広島市南区松原町２‐３７ ＡＳＳＥ広島駅ビルＢ１Ｆ,082-286-2388,"平　日:
07:00 - 21:00



土曜日:
07:00 - 21:00



日　祝:
07:00 - 21:00",なし,"総席数:
52


禁煙席:
26


喫煙席:
26"
https://sasp.mapion.co.jp/b/doutor/info/02011721/,ドトールコーヒーショップ ＪＲ難波駅前店,大阪府大阪市浪速区湊町１‐２‐３ マルイト難波ビルＢ１Ｆ,06-6632-0017,"平　日:
07:00 - 22:00



土曜日:
07:30 - 22:00



日　祝:
07:30 - 21:30




備　考:祝日営業時間　7：30～22：00",なし,"総席数:
77


禁煙席:
41


喫煙席:
36"
https://sasp.mapion.co.jp/b/doutor/info/02011722/,ドトールコーヒーショップ 大阪医科大学病院店,大阪府高槻市大学町２‐７,072-682-0151,"平　日:
07:30 - 19:00



土曜日:
07:30 - 19:00



日　祝:
07:30 - 19:00",なし,"総席数:
23


禁煙席:
23


喫煙席:

-"
https://sasp.mapion.co.jp/b/doutor/info/02011723/,ドトールコーヒーショップ 天神ソラリアステージ店,福岡県福岡市中央区天神２‐１１‐３ 天神ソラリアステージＢ２Ｆ,092-733-8288,"平　日:
07:30 - 22:00



土曜日:
08:00 - 22:00



日　祝:
08:00 - 22:00",なし,"総席数:
42


禁煙席:
27


喫煙席:
15"
https://sasp.mapion.co.jp/b/doutor/info/02011724/,ドトールコーヒーショップ 地下鉄博多駅筑紫口店,福岡県福岡市博多区博多駅中央街 地下鉄博多駅筑紫口構内,092-474-6671,"平　日:
07:00 - 21:00



土曜日:
08:00 - 21:00



日　祝:
08:00 - 21:00",なし,"総席数:
30


禁煙席:
17


喫煙席:
13"
https://sasp.mapion.co.jp/b/doutor/info/02011726/,ドトールコーヒーショップ 藤枝市立総合病院店,静岡県藤枝市駿河台４‐１‐１１,054-643-1718,"平　日:
07:30 - 18:00



土曜日:
09:00 - 18:00



日　祝:
09:00 - 18:00",なし,"総席数:
24


禁煙席:
24


喫煙席:

-"
https://sasp.mapion.co.jp/b/doutor/info/02011727/,ドトールコーヒーショップ 奈良県立医科大学附属病院店,奈良県橿原市四条町８４０,0744-23-3771,"平　日:
07:30 - 20:00



土曜日:
08:00 - 20:00



日　祝:
08:00 - 20:00",なし,"総席数:
32


禁煙席:
32


喫煙席:

-"
https://sasp.mapion.co.jp/b/doutor/info/02011729/,ドトールコーヒーショップ 高松丸亀町店,香川県高松市丸亀町１４‐６,087-823-0166,"平　日:
07:30 - 21:00



土曜日:
07:30 - 21:00



日　祝:
07:30 - 20:00",なし,"総席数:
63


禁煙席:
36


喫煙席:
27"
https://sasp.mapion.co.jp/b/doutor/info/02011731/,ドトールコーヒーショップ 久留米大学病院店,福岡県久留米市旭町６７,0942-34-3861,"平　日:
07:30 - 20:00



土曜日:
08:00 - 19:00



日　祝:
08:00 - 19:00",なし,"総席数:
72


禁煙席:
72


喫煙席:

-"
https://sasp.mapion.co.jp/b/doutor/info/02011738/,ドトールコーヒーショップ 三重大学病院店,三重県津市江戸橋２‐１７４,059-232-0522,"平　日:
07:30 - 19:00



土曜日:
08:00 - 17:00



日　祝:
08:00 - 17:00",なし,"総席数:
30


禁煙席:
30


喫煙席:

-"
https://sasp.mapion.co.jp/b/doutor/info/02011739/,ドトールコーヒーショップ 名鉄大曽根店,愛知県名古屋市東区矢田南５‐２‐６ 名鉄大曽根駅１Ｆ,052-981-2511,"平　日:
06:30 - 21:00



土曜日:
06:30 - 21:00



日　祝:
06:30 - 20:00",なし,"総席数:
76


禁煙席:
43


喫煙席:
33"
https://sasp.mapion.co.jp/b/doutor/info/02011744/,ドトールコーヒーショップ 関西ろうさい病院店,兵庫県尼崎市稲葉荘３‐１‐６９,06-6412-2336,"平　日:
07:30 - 19:00



土曜日:
08:00 - 17:00



日　祝:
08:00 - 17:00",なし,"総席数:
16


禁煙席:
16


喫煙席:

-"
https://sasp.mapion.co.jp/b/doutor/info/02011745/,ドトールコーヒーショップ モービル浜松上島店,静岡県浜松市中区上島６‐１‐３９,053-474-5665,"平　日:
07:00 - 22:00



土曜日:
07:00 - 22:00



日　祝:
07:00 - 22:00",なし,"総席数:
34


禁煙席:
18


喫煙席:
16"
https://sasp.mapion.co.jp/b/doutor/info/02011746/,ドトールコーヒーショップ 名古屋大学病院店,愛知県名古屋市昭和区鶴舞町６５ 名古屋大学医学部附属病院内,052-744-2891,"平　日:
07:30 - 19:30



土曜日:
09:00 - 18:00



日　祝:
09:00 - 18:00",なし,"総席数:
34


禁煙席:
34


喫煙席:

-"
https://sasp.mapion.co.jp/b/doutor/info/02011750/,ドトールコーヒーショップ 宮崎大学医学部附属病院店,宮崎県宮崎市清武町木原５２００,0985-84-8500,"平　日:
07:30 - 19:00



土曜日:
08:00 - 17:00



日　祝:
08:00 - 17:00",なし,"総席数:
40


禁煙席:
40


喫煙席:

-"
https://sasp.mapion.co.jp/b/doutor/info/02011751/,ドトールコーヒーショップ 広島赤十字・原爆病院店,広島県広島市中区千田町１‐９‐６,082-542-4645,"平　日:
07:30 - 19:00



土曜日:
09:00 - 18:00



日　祝:
09:00 - 18:00",なし,"総席数:
30


禁煙席:
30


喫煙席:

-"
https://sasp.mapion.co.jp/b/doutor/info/02011752/,ドトールコーヒーショップ ＪＲ福山駅店,広島県福山市三之丸町３０‐１ さんすて福山２番街,084-929-1005,"平　日:
06:45 - 21:00



土曜日:
06:45 - 21:00



日　祝:
06:45 - 20:00",なし,"総席数:
79


禁煙席:
48


喫煙席:
31"
https://sasp.mapion.co.jp/b/doutor/info/02011754/,ドトールコーヒーショップ 聖マリア病院店,福岡県久留米市津福本町４２２ 聖マリア病院内,0942-38-9272,"平　日:
07:30 - 19:00



土曜日:
07:30 - 19:00



日　祝:
08:00 - 18:00",なし,"総席数:
30


禁煙席:
30


喫煙席:

-"
https://sasp.mapion.co.jp/b/doutor/info/02011758/,ドトールコーヒーショップ 津久野イトーヨーカドー店,大阪府堺市西区下田町２０‐１,072-266-8807,"平　日:
09:30 - 21:00



土曜日:
09:30 - 21:00



日　祝:
09:30 - 21:00",なし,"総席数:
76


禁煙席:
76


喫煙席:

-"
https://sasp.mapion.co.jp/b/doutor/info/02011766/,ドトールコーヒーショップ テラス 倉敷中央病院店,岡山県倉敷市美和１‐１‐１,086-426-1114,"平　日:
07:30 - 20:00



土曜日:
09:00 - 18:00



日　祝:
09:00 - 18:00",なし,"総席数:
36


禁煙席:
36


喫煙席:

-"
https://sasp.mapion.co.jp/b/doutor/info/02011768/,ドトールコーヒーショップ ＪＲ和歌山駅店,和歌山県和歌山市美園町５‐６１,073-421-8838,"平　日:
07:30 - 21:00



土曜日:
08:00 - 21:00



日　祝:
08:00 - 21:00",なし,"総席数:
38


禁煙席:
33


喫煙席:
5"
https://sasp.mapion.co.jp/b/doutor/info/02011775/,ドトールコーヒーショップ 松山市駅店,愛媛県松山市湊町５‐２‐２,089-947-8870,"平　日:
07:00 - 21:00



土曜日:
07:00 - 21:00



日　祝:
07:00 - 21:00",なし,"総席数:
55


禁煙席:
43


喫煙席:
12"
https://sasp.mapion.co.jp/b/doutor/info/02011779/,ドトールコーヒーショップ 松波総合病院店,岐阜県羽島郡笠松町田代１８５‐１,058-387-2270,"平　日:
07:30 - 18:00



土曜日:
08:00 - 18:00



日　祝:
10:00 - 17:00",なし,"総席数:
38


禁煙席:
38


喫煙席:

-"
https://sasp.mapion.co.jp/b/doutor/info/02011780/,ドトールコーヒーショップ 中国労災病院店,広島県呉市広多賀谷１-５-１,0823-73-7214,"平　日:
07:00 - 16:00



土曜日:
10:00 - 16:00



日　祝:
10:00 - 16:00",なし,"総席数:
18


禁煙席:
18


喫煙席:

-"
https://sasp.mapion.co.jp/b/doutor/info/02011782/,ドトールコーヒーショップ 広島金座街店,広島県広島市中区本通１‐６,082-247-5751,"平　日:
07:00 - 22:00



土曜日:
07:30 - 22:00



日　祝:
07:30 - 21:00",なし,"総席数:
137


禁煙席:
103


喫煙席:
34"
https://sasp.mapion.co.jp/b/doutor/info/02011783/,ドトールコーヒーショップ 地下鉄博多駅博多口店,福岡県福岡市博多区博多駅中央街 地下鉄博多駅博多口構内,092-481-8411,"平　日:
06:45 - 21:30



土曜日:
07:30 - 21:30



日　祝:
07:30 - 21:30",なし,"総席数:
55


禁煙席:
37


喫煙席:
18"
https://sasp.mapion.co.jp/b/doutor/info/02011784/,ドトールコーヒーショップ 博多駅前通り店,福岡県福岡市博多区博多駅前３‐２５‐２１ 博多駅前ビジネスセンター１Ｆ,092-473-5505,"平　日:
07:00 - 21:00



土曜日:
08:00 - 21:00



日　祝:
08:00 - 21:00",なし,"総席数:
59


禁煙席:
37


喫煙席:
22"
https://sasp.mapion.co.jp/b/doutor/info/02011785/,ドトールコーヒーショップ 本町中央大通り店,大阪府大阪市中央区久太郎町２‐５‐３１,06-6253-7722,"平　日:
07:15 - 20:00



土曜日:
07:30 - 19:00



日　祝:
08:30 - 18:00",なし,"総席数:
68


禁煙席:
45


喫煙席:
23"
https://sasp.mapion.co.jp/b/doutor/info/02011786/,ドトールコーヒーショップ 九州労災病院店,福岡県北九州市小倉南区曽根北町１‐１,093-475-5016,"平　日:
07:30 - 19:00



土曜日:
11:00 - 17:00



日　祝:
11:00 - 17:00",なし,"総席数:
16


禁煙席:
16


喫煙席:

-"
https://sasp.mapion.co.jp/b/doutor/info/02011790/,ドトールコーヒーショップ 宮交シティ店,宮崎県宮崎市大淀４‐６‐２８ 宮交シティ１Ｆ,0985-52-2022,"平　日:
07:00 - 20:00



土曜日:
07:00 - 20:00



日　祝:
07:00 - 20:00",なし,"総席数:
54


禁煙席:
33


喫煙席:
21"
https://sasp.mapion.co.jp/b/doutor/info/02011792/,ドトールコーヒーショップ 円町駅前店,京都府京都市中京区西ノ京円町８番地,075-465-1566,"平　日:
07:30 - 21:00



土曜日:
08:00 - 20:00



日　祝:
08:00 - 20:00",なし,"総席数:
58


禁煙席:
38


喫煙席:
20"
https://sasp.mapion.co.jp/b/doutor/info/02011797/,ドトールコーヒーショップ 天六店,大阪府大阪市北区天神橋６ー６-２１,06-6351-0101,"平　日:
07:30 - 22:00



土曜日:
07:30 - 22:00



日　祝:
08:00 - 21:00",なし,"総席数:
110


禁煙席:
71


喫煙席:
39"
https://sasp.mapion.co.jp/b/doutor/info/02011799/,ドトールコーヒーショップ 新幹線新大阪駅店,大阪府大阪市淀川区西中島５-１６-１ ＪＲ東海新大阪駅「ＡＳＴＹ新大阪」新幹線改札内,06-4805-7234,"平　日:
06:30 - 21:00



土曜日:
06:30 - 21:00



日　祝:
06:30 - 21:00",なし,"総席数:
25


禁煙席:
11


喫煙席:
14"
https://sasp.mapion.co.jp/b/doutor/info/02011802/,ドトールコーヒーショップ 京都四条大橋店,京都府京都市下京区四条通小橋東入橋本町１１３,075-223-0523,"平　日:
07:30 - 22:00



土曜日:
07:30 - 22:00



日　祝:
08:00 - 21:00",なし,"総席数:
121


禁煙席:
84


喫煙席:
37"
https://sasp.mapion.co.jp/b/doutor/info/02011803/,ドトールコーヒーショップ 伊勢赤十字病院店,三重県伊勢市船江町１-４７１-２,0596-28-5878,"平　日:
07:30 - 18:30



土曜日:
08:00 - 17:00



日　祝:
08:00 - 17:00",なし,"総席数:
56


禁煙席:
56


喫煙席:

-"
https://sasp.mapion.co.jp/b/doutor/info/02011805/,ドトールコーヒーショップ 広島本通り店,広島県広島市中区本通５-７,082-246-7880,"平　日:
07:30 - 21:00



土曜日:
07:30 - 22:00



日　祝:
08:00 - 21:00",なし,"総席数:
161


禁煙席:
114


喫煙席:
47"
https://sasp.mapion.co.jp/b/doutor/info/02011810/,ドトールコーヒーショップ 西神戸医療センター店,兵庫県神戸市西区糀台５-７-１,078-990-1602,"平　日:
07:30 - 19:30



土曜日:
08:00 - 19:00



日　祝:
08:00 - 19:00",なし,"総席数:
47


禁煙席:
47


喫煙席:

-"
https://sasp.mapion.co.jp/b/doutor/info/02011811/,ドトールコーヒーショップ 四条烏丸店,京都府京都市中京区烏丸通錦小路上ル手洗水町６５９,075-241-1109,"平　日:
07:30 - 21:00



土曜日:
08:00 - 20:00



日　祝:
08:00 - 20:00",なし,"総席数:
50


禁煙席:
28


喫煙席:
22"
https://sasp.mapion.co.jp/b/doutor/info/02011812/,ドトールコーヒーショップ 京都ポルタ店,京都府京都市下京区烏丸通塩小路下ル東塩小路町９０２,075-343-6625,"平　日:
08:00 - 22:00




備　考:ラストオーダー　21:30


土曜日:
08:00 - 22:00




備　考:ラストオーダー　21:30


日　祝:
08:00 - 22:00




備　考:ラストオーダー　21:30",なし,"総席数:
49


禁煙席:
40


喫煙席:
9"
https://sasp.mapion.co.jp/b/doutor/info/02011814/,ドトールコーヒーショップ 藤田保健衛生大学病院（２Ｆ）店,愛知県豊明市沓掛町田楽ヶ窪１-９８,0562-91-3888,"平　日:
07:00 - 20:30



土曜日:
07:00 - 20:30



日　祝:
10:00 - 19:00",なし,"総席数:
32


禁煙席:
32


喫煙席:

-"
https://sasp.mapion.co.jp/b/doutor/info/02011815/,ドトールコーヒーショップ 藤田保健衛生大学病院（１Ｆ）店,愛知県豊明市沓掛町田楽ヶ窪１-９８,0562-91-3141,"平　日:
07:00 - 18:00



土曜日:
07:00 - 18:00



日　祝:
10:00 - 17:00",なし,"総席数:
34


禁煙席:
34


喫煙席:

-"
https://sasp.mapion.co.jp/b/doutor/info/02011818/,ドトールコーヒーショップ チャチャタウン小倉店,福岡県北九州市小倉北区砂津３-１-１,093-541-4717,"平　日:
07:30 - 22:00



土曜日:
07:30 - 22:00



日　祝:
07:30 - 22:00",なし,"総席数:
44


禁煙席:
32


喫煙席:
12"
https://sasp.mapion.co.jp/b/doutor/info/02011821/,ドトールコーヒーショップ 関西国際空港１階ノースゲート店,大阪府泉佐野市泉州空港北１番地 旅客ターミナルビル１Ｆ,072-456-6663,"平　日:
06:30 - 22:30



土曜日:
06:30 - 22:30



日　祝:
06:30 - 22:30",なし,"総席数:
22


禁煙席:
22


喫煙席:

-"
https://sasp.mapion.co.jp/b/doutor/info/02011829/,ドトールコーヒーショップ 大阪駅前第一ビル店,大阪府大阪市北区梅田１-３-１ 大阪駅前第一ビルＢ１Ｆ,06-6341-6221,"平　日:
07:30 - 21:00



土曜日:
08:00 - 21:00



日　祝:
08:00 - 20:00",なし,"総席数:
106


禁煙席:
106


喫煙席:

-"
https://sasp.mapion.co.jp/b/doutor/info/02011830/,ドトールコーヒーショップ 藤が丘店,愛知県名古屋市名東区藤が丘１６９,052-774-3838,"平　日:
07:00 - 21:00



土曜日:
07:00 - 21:00



日　祝:
07:00 - 21:00",なし,"総席数:
60


禁煙席:
42


喫煙席:
18"
https://sasp.mapion.co.jp/b/doutor/info/02011833/,ドトールコーヒーショップ ＪＲ鳥取駅店,鳥取県鳥取市東品治１１１-１,0857-29-3120,"平　日:
06:30 - 21:00



土曜日:
06:30 - 21:00



日　祝:
06:30 - 21:00",なし,"総席数:
69


禁煙席:
54


喫煙席:
15"
https://sasp.mapion.co.jp/b/doutor/info/02011835/,ドトールコーヒーショップ 基山パーキングエリア下り店,福岡県筑紫野市原田１３１８,0942-92-0118,"平　日:
06:30 - 21:00



土曜日:
06:30 - 21:00



日　祝:
06:30 - 21:00",なし,"総席数:
32


禁煙席:
32


喫煙席:

-"
https://sasp.mapion.co.jp/b/doutor/info/02011837/,ドトールコーヒーショップ 天神ソラリア店,福岡県福岡市中央区天神２‐２‐４３ Ｂ１Ｆ,092-733-7008,"平　日:
07:30 - 22:00



土曜日:
08:00 - 22:00



日　祝:
08:00 - 22:00",なし,"総席数:
86


禁煙席:
60


喫煙席:
26"
https://sasp.mapion.co.jp/b/doutor/info/02011838/,ドトールコーヒーショップ 福岡天神３丁目店,福岡県福岡市中央区天神３‐１６‐２３,092-735-3618,"平　日:
07:00 - 22:00



土曜日:
07:30 - 22:00



日　祝:
08:00 - 22:00",なし,"総席数:
59


禁煙席:
30


喫煙席:
29"
